transaction_id,user_id,amount,timestamp,type,region,is_fraud
TXN00098,USR270,38870.35,2025-03-18 15:00:00,withdrawal,Lagos,1
TXN00099,USR565,10753.06,2025-03-18 08:00:00,deposit,Cape Town,0
TXN00100,USR283,26607.83,2025-03-03 06:00:00,deposit,Lagos,0
TXN00101,USR300,34623.26,2025-03-05 03:00:00,payment,Cape Town,1
TXN00102,USR177,38025.25,2025-03-14 20:00:00,deposit,Nairobi,1
TXN00103,USR730,4365.64,2025-03-17 06:00:00,payment,Cape Town,0
TXN00104,USR739,17228.87,2025-03-19 02:00:00,withdrawal,Cape Town,0
TXN00105,USR761,25585.9,2025-03-23 22:00:00,payment,Lagos,0
TXN00106,USR727,5907.57,2025-03-28 09:00:00,withdrawal,Nairobi,0
TXN00107,USR487,8239.64,2025-03-25 16:00:00,withdrawal,Cape Town,0
TXN00108,USR635,8131.28,2025-03-03 04:00:00,withdrawal,Cape Town,0
TXN00109,USR972,48428.74,2025-03-09 09:00:00,deposit,Nairobi,0
TXN00110,USR964,32612.37,2025-03-30 12:00:00,deposit,Cape Town,0
TXN00111,USR385,24298.93,2025-03-09 18:00:00,payment,Lagos,0
TXN00112,USR219,35585.0,2025-03-28 00:00:00,deposit,Lagos,0
TXN00113,USR314,48056.11,2025-03-02 09:00:00,payment,Lagos,0
TXN00114,USR923,9455.16,2025-03-10 06:00:00,deposit,Cape Town,0
TXN00115,USR805,8393.99,2025-03-05 22:00:00,deposit,Cape Town,0
TXN00116,USR656,44014.88,2025-03-24 10:00:00,deposit,Lagos,0
TXN00117,USR470,5789.76,2025-03-07 05:00:00,deposit,Nairobi,0
TXN00118,USR336,37990.46,2025-03-16 04:00:00,deposit,Cape Town,0
TXN00119,USR894,28065.85,2025-03-09 11:00:00,withdrawal,Lagos,0
TXN00120,USR609,28845.47,2025-03-13 13:00:00,deposit,Lagos,0
TXN00121,USR249,46615.43,2025-03-27 15:00:00,withdrawal,Cape Town,1
TXN00122,USR289,2532.17,2025-03-01 02:00:00,deposit,Nairobi,0
TXN00123,USR816,23240.02,2025-03-23 13:00:00,deposit,Lagos,0
TXN00124,USR203,13099.2,2025-03-25 13:00:00,withdrawal,Nairobi,0
TXN00125,USR870,1396.2,2025-03-30 06:00:00,payment,Lagos,0
TXN00126,USR817,4797.41,2025-03-26 05:00:00,deposit,Lagos,0
TXN00127,USR686,11140.6,2025-03-06 20:00:00,payment,Nairobi,0
TXN00128,USR383,3858.35,2025-03-03 01:00:00,withdrawal,Nairobi,0
TXN00129,USR536,6693.7,2025-03-08 03:00:00,deposit,Cape Town,0
TXN00130,USR545,25908.17,2025-03-01 03:00:00,payment,Nairobi,0
TXN00131,USR445,35346.25,2025-03-29 22:00:00,deposit,Nairobi,0
TXN00132,USR846,45375.76,2025-03-06 04:00:00,payment,Cape Town,1
TXN00133,USR537,46928.48,2025-03-29 13:00:00,payment,Nairobi,0
TXN00134,USR758,28819.46,2025-03-12 01:00:00,deposit,Nairobi,0
TXN00135,USR687,46331.42,2025-03-16 03:00:00,withdrawal,Nairobi,0
TXN00136,USR196,35676.23,2025-03-13 22:00:00,payment,Cape Town,1
TXN00137,USR401,49052.53,2025-03-08 19:00:00,deposit,Lagos,1
TXN00138,USR965,14362.14,2025-03-05 20:00:00,withdrawal,Lagos,0
TXN00139,USR476,2335.36,2025-03-26 22:00:00,withdrawal,Lagos,0
TXN00140,USR936,23884.6,2025-03-12 20:00:00,withdrawal,Nairobi,0
TXN00141,USR337,8889.6,2025-03-16 20:00:00,payment,Lagos,0
TXN00142,USR399,18548.42,2025-03-03 01:00:00,withdrawal,Cape Town,0
TXN00143,USR245,24361.99,2025-03-23 23:00:00,withdrawal,Nairobi,0
TXN00144,USR929,11660.5,2025-03-30 20:00:00,withdrawal,Cape Town,0
TXN00145,USR866,9434.73,2025-03-13 20:00:00,withdrawal,Lagos,0
TXN00146,USR830,15260.22,2025-03-01 07:00:00,withdrawal,Cape Town,0
TXN00147,USR856,48407.69,2025-03-06 04:00:00,withdrawal,Nairobi,0
TXN00148,USR534,30083.7,2025-03-12 16:00:00,deposit,Cape Town,0
TXN00149,USR627,31901.28,2025-03-11 08:00:00,deposit,Lagos,0
TXN00150,USR465,13696.83,2025-03-26 12:00:00,payment,Cape Town,0
TXN00151,USR102,47358.63,2025-03-23 01:00:00,deposit,Lagos,1
TXN00152,USR447,8303.07,2025-03-26 10:00:00,payment,Nairobi,0
TXN00153,USR385,29057.16,2025-03-18 14:00:00,withdrawal,Lagos,0
TXN00154,USR112,8666.85,2025-03-25 09:00:00,payment,Cape Town,0
TXN00155,USR380,31678.66,2025-03-26 08:00:00,withdrawal,Lagos,0
TXN00156,USR488,43325.7,2025-03-08 12:00:00,withdrawal,Lagos,1
TXN00157,USR297,10594.6,2025-03-10 05:00:00,payment,Cape Town,0
TXN00158,USR464,30075.39,2025-03-14 14:00:00,withdrawal,Cape Town,0
TXN00159,USR559,7741.59,2025-03-25 05:00:00,deposit,Cape Town,0
TXN00160,USR214,27420.61,2025-03-13 08:00:00,payment,Lagos,0
TXN00161,USR459,49370.08,2025-03-25 20:00:00,payment,Cape Town,0
TXN00162,USR651,9967.61,2025-03-08 22:00:00,deposit,Cape Town,0
TXN00163,USR168,17214.54,2025-03-23 22:00:00,withdrawal,Nairobi,0
TXN00164,USR203,39704.89,2025-03-16 08:00:00,deposit,Cape Town,0
TXN00165,USR720,47813.86,2025-03-13 04:00:00,deposit,Lagos,1
TXN00166,USR487,15299.65,2025-03-29 04:00:00,payment,Lagos,0
TXN00167,USR344,44722.25,2025-03-22 08:00:00,withdrawal,Lagos,0
TXN00168,USR497,46815.17,2025-03-22 07:00:00,deposit,Nairobi,1
TXN00169,USR294,8550.89,2025-03-10 02:00:00,payment,Cape Town,0
TXN00170,USR183,9331.23,2025-03-29 02:00:00,payment,Cape Town,0
TXN00171,USR998,37388.01,2025-03-21 19:00:00,withdrawal,Nairobi,0
TXN00172,USR339,22401.0,2025-03-08 10:00:00,withdrawal,Nairobi,0
TXN00173,USR298,14165.47,2025-03-13 11:00:00,deposit,Nairobi,0
TXN00174,USR186,15879.57,2025-03-09 20:00:00,payment,Cape Town,0
TXN00175,USR392,17597.17,2025-03-08 07:00:00,deposit,Lagos,0
TXN00176,USR288,31434.01,2025-03-04 04:00:00,payment,Lagos,0
TXN00177,USR732,45559.17,2025-03-15 07:00:00,deposit,Cape Town,0
TXN00178,USR648,41108.67,2025-03-01 14:00:00,deposit,Nairobi,0
TXN00179,USR200,22690.35,2025-03-08 16:00:00,withdrawal,Nairobi,0
TXN00180,USR414,14744.88,2025-03-01 20:00:00,payment,Cape Town,0
TXN00181,USR129,36431.13,2025-03-21 01:00:00,withdrawal,Lagos,0
TXN00182,USR904,21514.28,2025-03-28 03:00:00,deposit,Lagos,0
TXN00183,USR450,44942.57,2025-03-16 07:00:00,deposit,Nairobi,0
TXN00184,USR369,46767.49,2025-03-02 16:00:00,payment,Nairobi,0
TXN00185,USR915,30931.14,2025-03-30 02:00:00,payment,Lagos,1
TXN00186,USR523,41098.34,2025-03-21 21:00:00,payment,Lagos,0
TXN00187,USR912,28940.54,2025-03-21 14:00:00,payment,Nairobi,0
TXN00188,USR436,17556.91,2025-03-20 12:00:00,payment,Nairobi,0
TXN00189,USR888,11887.73,2025-03-13 06:00:00,withdrawal,Lagos,0
TXN00190,USR778,12810.53,2025-03-05 17:00:00,payment,Cape Town,0
TXN00191,USR912,5839.66,2025-03-12 14:00:00,payment,Lagos,0
TXN00192,USR535,31599.04,2025-03-29 16:00:00,deposit,Cape Town,1
TXN00193,USR635,35163.86,2025-03-28 09:00:00,deposit,Nairobi,0
TXN00194,USR704,24945.55,2025-03-26 20:00:00,withdrawal,Lagos,0
TXN00195,USR733,26235.37,2025-03-07 13:00:00,withdrawal,Cape Town,0
TXN00196,USR442,43128.9,2025-03-03 01:00:00,deposit,Lagos,0
TXN00197,USR554,44025.31,2025-03-20 15:00:00,deposit,Lagos,0
TXN00198,USR970,25207.73,2025-03-05 20:00:00,deposit,Nairobi,0
TXN00199,USR755,7048.51,2025-03-06 20:00:00,deposit,Nairobi,0
TXN00200,USR587,16413.13,2025-03-27 01:00:00,withdrawal,Lagos,0
TXN00201,USR162,3260.6,2025-03-11 15:00:00,payment,Cape Town,0
TXN00202,USR528,11922.84,2025-03-08 17:00:00,payment,Lagos,0
TXN00203,USR957,15477.28,2025-03-30 16:00:00,withdrawal,Nairobi,0
TXN00204,USR712,44047.48,2025-03-03 00:00:00,withdrawal,Nairobi,0
TXN00205,USR638,10627.19,2025-03-12 19:00:00,payment,Nairobi,0
TXN00206,USR834,21983.39,2025-03-24 21:00:00,payment,Lagos,0
TXN00207,USR645,12461.36,2025-03-25 18:00:00,withdrawal,Cape Town,0
TXN00208,USR260,5580.93,2025-03-03 16:00:00,deposit,Nairobi,0
TXN00209,USR330,47492.19,2025-03-06 16:00:00,withdrawal,Cape Town,0
TXN00210,USR413,7258.39,2025-03-15 15:00:00,deposit,Nairobi,0
TXN00211,USR545,2039.47,2025-03-20 16:00:00,withdrawal,Cape Town,0
TXN00212,USR401,10834.27,2025-03-24 00:00:00,payment,Cape Town,0
TXN00213,USR267,37781.87,2025-03-04 12:00:00,deposit,Nairobi,0
TXN00214,USR208,14522.8,2025-03-19 15:00:00,deposit,Nairobi,0
TXN00215,USR374,1386.46,2025-03-06 10:00:00,payment,Lagos,0
TXN00216,USR607,47345.9,2025-03-23 17:00:00,payment,Nairobi,0
TXN00217,USR889,16288.98,2025-03-25 11:00:00,payment,Lagos,0
TXN00218,USR744,31938.35,2025-03-01 19:00:00,payment,Lagos,0
TXN00219,USR352,47458.17,2025-03-26 03:00:00,payment,Lagos,0
TXN00220,USR162,3695.35,2025-03-20 14:00:00,deposit,Cape Town,0
TXN00221,USR579,12647.59,2025-03-11 18:00:00,deposit,Lagos,0
TXN00222,USR191,8941.79,2025-03-30 03:00:00,payment,Nairobi,0
TXN00223,USR484,45237.62,2025-03-15 15:00:00,withdrawal,Cape Town,1
TXN00224,USR384,1583.57,2025-03-16 11:00:00,deposit,Cape Town,0
TXN00225,USR145,44687.14,2025-03-18 13:00:00,payment,Nairobi,0
TXN00226,USR151,30373.02,2025-03-12 01:00:00,payment,Nairobi,0
TXN00227,USR594,7619.27,2025-03-20 21:00:00,withdrawal,Cape Town,0
TXN00228,USR555,25347.15,2025-03-17 21:00:00,deposit,Nairobi,0
TXN00229,USR898,11600.2,2025-03-03 19:00:00,payment,Cape Town,0
TXN00230,USR391,36540.97,2025-03-26 07:00:00,deposit,Cape Town,0
TXN00231,USR743,5436.56,2025-03-06 01:00:00,deposit,Cape Town,0
TXN00232,USR149,10357.51,2025-03-18 14:00:00,payment,Lagos,0
TXN00233,USR430,18724.64,2025-03-05 21:00:00,deposit,Lagos,0
TXN00234,USR709,20972.57,2025-03-24 04:00:00,deposit,Lagos,0
TXN00235,USR329,17055.65,2025-03-21 09:00:00,withdrawal,Lagos,0
TXN00236,USR520,24023.05,2025-03-18 08:00:00,deposit,Cape Town,0
TXN00237,USR434,4272.36,2025-03-05 20:00:00,deposit,Lagos,0
TXN00238,USR117,12835.87,2025-03-04 02:00:00,payment,Lagos,0
TXN00239,USR651,6036.9,2025-03-05 06:00:00,payment,Nairobi,0
TXN00240,USR412,24748.09,2025-03-11 18:00:00,deposit,Cape Town,0
TXN00241,USR456,6684.64,2025-03-12 12:00:00,deposit,Cape Town,0
TXN00242,USR329,5534.43,2025-03-18 04:00:00,withdrawal,Lagos,0
TXN00243,USR260,38251.59,2025-03-16 12:00:00,deposit,Nairobi,0
TXN00244,USR515,42003.43,2025-03-26 09:00:00,payment,Cape Town,0
TXN00245,USR984,2662.35,2025-03-17 20:00:00,deposit,Lagos,0
TXN00246,USR467,24145.94,2025-03-11 04:00:00,payment,Lagos,0
TXN00247,USR828,28233.49,2025-03-24 23:00:00,withdrawal,Cape Town,1
TXN00248,USR279,15242.94,2025-03-07 04:00:00,payment,Nairobi,0
TXN00249,USR727,37544.28,2025-03-12 01:00:00,withdrawal,Nairobi,0
TXN00250,USR800,26135.45,2025-03-14 01:00:00,deposit,Cape Town,0
TXN00251,USR220,7273.87,2025-03-14 21:00:00,withdrawal,Nairobi,0
TXN00252,USR951,20642.68,2025-03-12 04:00:00,deposit,Nairobi,0
TXN00253,USR530,49200.87,2025-03-07 08:00:00,deposit,Lagos,0
TXN00254,USR693,13997.54,2025-03-29 04:00:00,deposit,Lagos,0
TXN00255,USR504,18660.35,2025-03-29 04:00:00,deposit,Cape Town,0
TXN00256,USR297,46537.61,2025-03-12 17:00:00,deposit,Lagos,1
TXN00257,USR103,42271.76,2025-03-12 09:00:00,withdrawal,Nairobi,0
TXN00258,USR407,37883.1,2025-03-02 02:00:00,deposit,Cape Town,0
TXN00259,USR414,4365.1,2025-03-03 04:00:00,deposit,Lagos,0
TXN00260,USR109,49809.66,2025-03-17 04:00:00,deposit,Nairobi,0
TXN00261,USR738,46502.16,2025-03-28 05:00:00,payment,Cape Town,0
TXN00262,USR788,30396.78,2025-03-13 15:00:00,payment,Cape Town,1
TXN00263,USR251,33416.21,2025-03-25 22:00:00,withdrawal,Cape Town,1
TXN00264,USR590,43538.08,2025-03-22 17:00:00,deposit,Lagos,0
TXN00265,USR238,6045.08,2025-03-25 05:00:00,withdrawal,Lagos,0
TXN00266,USR301,23917.7,2025-03-10 07:00:00,payment,Cape Town,0
TXN00267,USR501,21092.44,2025-03-01 23:00:00,payment,Nairobi,0
TXN00268,USR375,36210.15,2025-03-12 18:00:00,payment,Lagos,0
TXN00269,USR856,34996.94,2025-03-10 04:00:00,payment,Lagos,0
TXN00270,USR754,39020.64,2025-03-28 04:00:00,withdrawal,Cape Town,1
TXN00271,USR362,25530.36,2025-03-16 14:00:00,payment,Cape Town,0
TXN00272,USR920,26828.66,2025-03-05 19:00:00,withdrawal,Cape Town,0
TXN00273,USR870,19092.88,2025-03-21 19:00:00,withdrawal,Cape Town,0
TXN00274,USR637,33085.07,2025-03-05 21:00:00,deposit,Lagos,0
TXN00275,USR942,27891.25,2025-03-30 01:00:00,deposit,Nairobi,0
TXN00276,USR847,32248.16,2025-03-27 08:00:00,withdrawal,Lagos,0
TXN00277,USR235,41183.66,2025-03-03 20:00:00,payment,Cape Town,0
TXN00278,USR594,48891.71,2025-03-23 05:00:00,withdrawal,Nairobi,0
TXN00279,USR694,46019.05,2025-03-01 15:00:00,deposit,Lagos,0
TXN00280,USR984,27176.07,2025-03-10 13:00:00,payment,Cape Town,0
TXN00281,USR645,30149.38,2025-03-08 10:00:00,deposit,Cape Town,1
TXN00282,USR640,22908.85,2025-03-11 17:00:00,deposit,Nairobi,0
TXN00283,USR208,30860.68,2025-03-13 13:00:00,payment,Cape Town,0
TXN00284,USR129,6324.38,2025-03-13 05:00:00,payment,Lagos,0
TXN00285,USR284,18217.39,2025-03-04 09:00:00,payment,Cape Town,0
TXN00286,USR312,42885.5,2025-03-18 11:00:00,deposit,Nairobi,0
TXN00287,USR439,35503.43,2025-03-21 18:00:00,withdrawal,Cape Town,1
TXN00288,USR276,11162.72,2025-03-24 23:00:00,payment,Cape Town,1
TXN00289,USR656,47483.88,2025-03-13 05:00:00,deposit,Nairobi,0
TXN00290,USR943,45753.27,2025-03-02 23:00:00,withdrawal,Cape Town,0
TXN00291,USR951,41019.7,2025-03-25 14:00:00,payment,Lagos,1
TXN00292,USR972,10740.9,2025-03-26 02:00:00,payment,Cape Town,0
TXN00293,USR404,37414.2,2025-03-01 13:00:00,deposit,Cape Town,0
TXN00294,USR888,23127.85,2025-03-17 03:00:00,deposit,Lagos,0
TXN00295,USR799,2549.62,2025-03-08 12:00:00,deposit,Nairobi,0
TXN00296,USR656,49493.23,2025-03-16 14:00:00,withdrawal,Lagos,0
TXN00297,USR142,7267.14,2025-03-03 22:00:00,withdrawal,Lagos,0
TXN00298,USR690,21425.51,2025-03-30 06:00:00,payment,Nairobi,0
TXN00299,USR419,5138.18,2025-03-19 09:00:00,deposit,Nairobi,0
TXN00300,USR155,29002.36,2025-03-28 00:00:00,deposit,Lagos,0
TXN00301,USR423,36852.35,2025-03-23 03:00:00,deposit,Cape Town,1
TXN00302,USR489,36806.74,2025-03-27 01:00:00,withdrawal,Nairobi,1
TXN00303,USR373,2876.25,2025-03-05 00:00:00,withdrawal,Nairobi,0
TXN00304,USR457,13625.96,2025-03-08 00:00:00,withdrawal,Lagos,0
TXN00305,USR625,5153.18,2025-03-04 07:00:00,withdrawal,Lagos,0
TXN00306,USR317,7216.7,2025-03-22 07:00:00,withdrawal,Nairobi,0
TXN00307,USR657,1062.04,2025-03-28 18:00:00,deposit,Nairobi,0
TXN00308,USR206,8272.68,2025-03-24 17:00:00,deposit,Lagos,0
TXN00309,USR983,37683.26,2025-03-15 04:00:00,withdrawal,Cape Town,1
TXN00310,USR584,18805.2,2025-03-05 18:00:00,payment,Nairobi,0
TXN00311,USR350,28960.67,2025-03-03 06:00:00,withdrawal,Lagos,0
TXN00312,USR244,17865.89,2025-03-23 09:00:00,withdrawal,Cape Town,0
TXN00313,USR607,31671.18,2025-03-17 07:00:00,payment,Cape Town,1
TXN00314,USR276,5105.93,2025-03-12 23:00:00,withdrawal,Cape Town,0
TXN00315,USR263,39765.66,2025-03-21 10:00:00,withdrawal,Lagos,1
TXN00316,USR366,20902.45,2025-03-13 21:00:00,withdrawal,Nairobi,0
TXN00317,USR799,4001.24,2025-03-27 11:00:00,payment,Cape Town,0
TXN00318,USR294,45730.92,2025-03-15 09:00:00,withdrawal,Cape Town,0
TXN00319,USR752,12663.0,2025-03-01 09:00:00,deposit,Lagos,0
TXN00320,USR796,14806.86,2025-03-15 11:00:00,withdrawal,Lagos,0
TXN00321,USR948,43360.53,2025-03-18 12:00:00,payment,Lagos,0
TXN00322,USR510,37837.6,2025-03-27 22:00:00,payment,Lagos,0
TXN00323,USR694,1876.76,2025-03-29 14:00:00,withdrawal,Lagos,0
TXN00324,USR710,36138.17,2025-03-25 22:00:00,withdrawal,Nairobi,0
TXN00325,USR717,19538.78,2025-03-11 16:00:00,withdrawal,Nairobi,0
TXN00326,USR414,11154.79,2025-03-27 14:00:00,deposit,Nairobi,0
TXN00327,USR518,17635.73,2025-03-16 23:00:00,deposit,Cape Town,1
TXN00328,USR445,45053.24,2025-03-10 15:00:00,deposit,Cape Town,0
TXN00329,USR484,45845.67,2025-03-27 16:00:00,withdrawal,Lagos,1
TXN00330,USR185,5672.45,2025-03-15 00:00:00,deposit,Lagos,0
TXN00331,USR519,25900.66,2025-03-08 04:00:00,deposit,Nairobi,0
TXN00332,USR249,5491.22,2025-03-06 19:00:00,deposit,Nairobi,0
TXN00333,USR222,14132.14,2025-03-19 08:00:00,payment,Nairobi,0
TXN00334,USR836,15128.82,2025-03-19 00:00:00,deposit,Cape Town,0
TXN00335,USR415,41370.64,2025-03-29 23:00:00,payment,Lagos,0
TXN00336,USR545,37193.66,2025-03-06 03:00:00,payment,Lagos,0
TXN00337,USR345,4785.95,2025-03-02 17:00:00,payment,Nairobi,0
TXN00338,USR997,42921.6,2025-03-24 00:00:00,withdrawal,Nairobi,1
TXN00339,USR795,22805.28,2025-03-15 16:00:00,deposit,Lagos,0
TXN00340,USR453,15645.63,2025-03-02 17:00:00,deposit,Cape Town,0
TXN00341,USR320,18562.52,2025-03-06 03:00:00,payment,Nairobi,0
TXN00342,USR382,14236.91,2025-03-01 20:00:00,withdrawal,Cape Town,0
TXN00343,USR997,7730.71,2025-03-06 13:00:00,withdrawal,Cape Town,0
TXN00344,USR349,25781.1,2025-03-02 15:00:00,withdrawal,Cape Town,0
TXN00345,USR620,46968.15,2025-03-16 12:00:00,payment,Cape Town,0
TXN00346,USR853,6119.62,2025-03-02 09:00:00,payment,Cape Town,0
TXN00347,USR927,17730.97,2025-03-16 20:00:00,withdrawal,Nairobi,0
TXN00348,USR596,46907.96,2025-03-21 01:00:00,deposit,Nairobi,0
