"transaction_id","amount","hour","region","account_age_days","failed_attempts","type","user_fraud_count","is_fraud"
"TXN00041","37014.88","7","Lagos",178,"0","withdrawal","2",True
"TXN00042","6312.32","0","Lagos",68,"0","withdrawal","5",False
"TXN00043","11664.40","12","Lagos",147,"0","withdrawal","2",False
"TXN00044","34433.41","4","Lagos",149,"0","withdrawal","3",True
"TXN00045","1735.62","17","Nairobi",354,"0","payment","3",False
"TXN00046","4800.66","12","Cape Town",281,"0","payment","2",False
"TXN00047","45918.77","0","Lagos",240,"0","deposit","2",False
"TXN00048","13814.30","8","Nairobi",355,"0","withdrawal","1",False
"TXN00049","21288.85","7","Nairobi",116,"0","withdrawal","1",False
"TXN00050","7250.76","2","Cape Town",70,"0","payment","1",False
"TXN00051","7960.83","1","Lagos",241,"0","payment","3",False
"TXN00052","7923.72","8","Lagos",191,"0","withdrawal","1",False
"TXN00053","27367.50","6","Lagos",135,"0","withdrawal","1",False
"TXN00054","10170.19","17","Cape Town",252,"0","deposit","0",False
"TXN00055","26596.17","7","Nairobi",358,"0","deposit","0",False
"TXN00056","37889.48","13","Cape Town",344,"0","payment","0",False
"TXN00057","31486.77","18","Nairobi",103,"0","withdrawal","2",False
"TXN00058","2665.35","0","Cape Town",323,"0","deposit","0",False
"TXN00059","34731.92","3","Lagos",77,"0","payment","0",False
"TXN00060","9691.51","3","Nairobi",208,"0","payment","1",False
"TXN00061","3023.65","17","Lagos",72,"0","withdrawal","0",False
"TXN00062","29683.35","8","Cape Town",317,"0","withdrawal","0",False
"TXN00063","44497.15","15","Nairobi",102,"0","payment","1",False
"TXN00064","19974.37","0","Cape Town",213,"0","deposit","4",False
"TXN00065","46139.90","7","Lagos",239,"0","withdrawal","2",True
"TXN00066","30483.95","21","Nairobi",360,"0","withdrawal","2",True
"TXN00067","23685.30","11","Lagos",107,"0","deposit","2",False
"TXN00068","13110.01","1","Cape Town",100,"0","payment","0",False
"TXN00069","22906.08","1","Nairobi",250,"0","payment","3",False
"TXN00070","15629.80","5","Nairobi",62,"0","payment","1",False
"TXN00071","39223.90","15","Lagos",324,"0","withdrawal","4",False
"TXN00072","34658.37","1","Nairobi",208,"0","payment","2",True
"TXN00073","25755.75","15","Nairobi",78,"0","deposit","1",False
"TXN00074","15831.74","13","Cape Town",198,"0","payment","2",False
"TXN00075","19907.51","5","Lagos",93,"0","withdrawal","3",False
"TXN00076","9396.90","2","Nairobi",193,"0","payment","1",False
"TXN00077","46825.85","0","Cape Town",285,"0","payment","3",True
"TXN00078","12164.45","1","Lagos",90,"0","deposit","0",False
"TXN00079","9579.16","8","Cape Town",202,"0","withdrawal","1",False
"TXN00080","29261.98","15","Cape Town",95,"0","withdrawal","2",False
"TXN00081","34963.07","18","Lagos",308,"0","payment","1",False
"TXN00082","38183.41","4","Cape Town",126,"0","payment","2",True
"TXN00083","38191.69","10","Nairobi",185,"0","withdrawal","2",False
"TXN00084","25484.89","2","Lagos",63,"0","withdrawal","0",False
"TXN00085","13782.62","6","Nairobi",58,"0","payment","0",False
"TXN00086","19920.98","4","Cape Town",263,"0","deposit","1",False
"TXN00087","15744.73","8","Lagos",30,"0","deposit","1",False
"TXN00088","27452.80","0","Cape Town",74,"0","deposit","2",False
"TXN00089","19858.36","17","Nairobi",69,"0","withdrawal","0",False
"TXN00090","6523.68","6","Nairobi",63,"0","payment","0",False
"TXN00091","15848.08","15","Nairobi",97,"0","payment","2",False
"TXN00092","19283.81","2","Cape Town",117,"0","payment","1",False
"TXN00093","18494.01","9","Lagos",79,"0","payment","2",False
"TXN00094","11662.82","3","Cape Town",247,"0","payment","1",False
"TXN00095","39523.17","10","Nairobi",206,"0","withdrawal","2",True
"TXN00096","33471.60","21","Lagos",361,"0","withdrawal","2",False
"TXN00097","33435.78","23","Cape Town",307,"0","payment","1",False
"TXN00098","38870.35","15","Lagos",223,"0","withdrawal","2",True
"TXN00099","10753.06","8","Cape Town",63,"0","deposit","2",False
"TXN00100","26607.83","6","Lagos",77,"0","deposit","0",False
"TXN00101","34623.26","3","Cape Town",51,"0","payment","3",True
"TXN00102","38025.25","20","Nairobi",150,"0","deposit","5",True
"TXN00103","4365.64","6","Cape Town",359,"0","payment","0",False
"TXN00104","17228.87","2","Cape Town",355,"0","withdrawal","2",False
"TXN00105","25585.90","22","Lagos",362,"0","payment","3",False
"TXN00106","5907.57","9","Nairobi",356,"0","withdrawal","2",False
"TXN00107","8239.64","16","Cape Town",270,"0","withdrawal","1",False
"TXN00108","8131.28","4","Cape Town",330,"0","withdrawal","1",False
"TXN00109","48428.74","9","Nairobi",184,"0","deposit","1",False
"TXN00110","32612.37","12","Cape Town",131,"0","deposit","0",False
"TXN00111","24298.93","18","Lagos",91,"0","payment","1",False
"TXN00112","35585.00","0","Lagos",44,"0","deposit","2",False
"TXN00113","48056.11","9","Lagos",143,"0","payment","1",False
"TXN00114","9455.16","6","Cape Town",307,"0","deposit","1",False
"TXN00115","8393.99","22","Cape Town",142,"0","deposit","0",False
"TXN00116","44014.88","10","Lagos",200,"0","deposit","1",False
"TXN00117","5789.76","5","Nairobi",130,"0","deposit","0",False
"TXN00118","37990.46","4","Cape Town",105,"0","deposit","3",False
"TXN00119","28065.85","11","Lagos",333,"0","withdrawal","3",False
"TXN00120","28845.47","13","Lagos",133,"0","deposit","2",False
"TXN00121","46615.43","15","Cape Town",64,"0","withdrawal","1",True
"TXN00122","2532.17","2","Nairobi",125,"0","deposit","0",False
"TXN00123","23240.02","13","Lagos",41,"0","deposit","2",False
"TXN00124","13099.20","13","Nairobi",63,"0","withdrawal","2",False
"TXN00125","1396.20","6","Lagos",110,"0","payment","3",False
"TXN00126","4797.41","5","Lagos",349,"0","deposit","0",False
"TXN00127","11140.60","20","Nairobi",63,"0","payment","4",False
"TXN00128","3858.35","1","Nairobi",66,"0","withdrawal","1",False
"TXN00129","6693.70","3","Cape Town",318,"0","deposit","0",False
"TXN00130","25908.17","3","Nairobi",181,"0","payment","2",False
"TXN00131","35346.25","22","Nairobi",133,"0","deposit","2",False
"TXN00132","45375.76","4","Cape Town",220,"0","payment","1",True
"TXN00133","46928.48","13","Nairobi",250,"0","payment","0",False
"TXN00134","28819.46","1","Nairobi",357,"0","deposit","0",False
"TXN00135","46331.42","3","Nairobi",104,"0","withdrawal","2",False
"TXN00136","35676.23","22","Cape Town",111,"0","payment","2",True
"TXN00137","49052.53","19","Lagos",236,"0","deposit","3",True
"TXN00138","14362.14","20","Lagos",48,"0","withdrawal","0",False
"TXN00139","2335.36","22","Lagos",331,"0","withdrawal","3",False
"TXN00140","23884.60","20","Nairobi",222,"0","withdrawal","0",False
"TXN00141","8889.60","20","Lagos",151,"0","payment","1",False
"TXN00142","18548.42","1","Cape Town",229,"0","withdrawal","0",False
"TXN00143","24361.99","23","Nairobi",256,"0","withdrawal","1",False
"TXN00144","11660.50","20","Cape Town",59,"0","withdrawal","0",False
"TXN00145","9434.73","20","Lagos",146,"0","withdrawal","2",False
"TXN00146","15260.22","7","Cape Town",289,"0","withdrawal","2",False
"TXN00147","48407.69","4","Nairobi",325,"0","withdrawal","1",False
"TXN00148","30083.70","16","Cape Town",205,"0","deposit","0",False
"TXN00149","31901.28","8","Lagos",191,"0","deposit","1",False
"TXN00150","13696.83","12","Cape Town",197,"0","payment","0",False
"TXN00151","47358.63","1","Lagos",129,"0","deposit","4",True
"TXN00152","8303.07","10","Nairobi",249,"0","payment","1",False
"TXN00153","29057.16","14","Lagos",91,"0","withdrawal","1",False
"TXN00154","8666.85","9","Cape Town",90,"0","payment","0",False
"TXN00155","31678.66","8","Lagos",83,"0","withdrawal","2",False
"TXN00156","43325.70","12","Lagos",109,"0","withdrawal","4",True
"TXN00157","10594.60","5","Cape Town",244,"0","payment","3",False
"TXN00158","30075.39","14","Cape Town",82,"0","withdrawal","1",False
"TXN00159","7741.59","5","Cape Town",341,"0","deposit","3",False
"TXN00160","27420.61","8","Lagos",120,"0","payment","1",False
"TXN00161","49370.08","20","Cape Town",279,"0","payment","1",False
"TXN00162","9967.61","22","Cape Town",170,"0","deposit","0",False
"TXN00163","17214.54","22","Nairobi",39,"0","withdrawal","1",False
"TXN00164","39704.89","8","Cape Town",63,"0","deposit","2",False
"TXN00165","47813.86","4","Lagos",192,"0","deposit","2",True
"TXN00166","15299.65","4","Lagos",270,"0","payment","1",False
"TXN00167","44722.25","8","Lagos",162,"0","withdrawal","2",False
"TXN00168","46815.17","7","Nairobi",249,"0","deposit","2",True
"TXN00169","8550.89","2","Cape Town",249,"0","payment","3",False
"TXN00170","9331.23","2","Cape Town",236,"0","payment","0",False
"TXN00171","37388.01","19","Nairobi",263,"0","withdrawal","1",False
"TXN00172","22401.00","10","Nairobi",292,"0","withdrawal","1",False
"TXN00173","14165.47","11","Nairobi",217,"0","deposit","1",False
"TXN00174","15879.57","20","Cape Town",276,"0","payment","0",False
"TXN00175","17597.17","7","Lagos",124,"0","deposit","3",False
"TXN00176","31434.01","4","Lagos",94,"0","payment","0",False
"TXN00177","45559.17","7","Cape Town",99,"0","deposit","2",False
"TXN00178","41108.67","14","Nairobi",333,"0","deposit","1",False
"TXN00179","22690.35","16","Nairobi",143,"0","withdrawal","2",False
"TXN00180","14744.88","20","Cape Town",101,"0","payment","1",False
"TXN00181","36431.13","1","Lagos",134,"0","withdrawal","0",False
"TXN00182","21514.28","3","Lagos",45,"0","deposit","0",False
"TXN00183","44942.57","7","Nairobi",279,"0","deposit","2",False
"TXN00184","46767.49","16","Nairobi",226,"0","payment","1",False
"TXN00185","30931.14","2","Lagos",354,"0","payment","6",True
"TXN00186","41098.34","21","Lagos",126,"0","payment","0",False
"TXN00187","28940.54","14","Nairobi",152,"0","payment","1",False
"TXN00188","17556.91","12","Nairobi",171,"0","payment","1",False
"TXN00189","11887.73","6","Lagos",205,"0","withdrawal","2",False
"TXN00190","12810.53","17","Cape Town",318,"0","payment","0",False
"TXN00191","5839.66","14","Lagos",152,"0","payment","1",False
"TXN00192","31599.04","16","Cape Town",213,"0","deposit","4",True
"TXN00193","35163.86","9","Nairobi",330,"0","deposit","1",False
"TXN00194","24945.55","20","Lagos",310,"0","withdrawal","1",False
"TXN00195","26235.37","13","Cape Town",175,"0","withdrawal","3",False
"TXN00196","43128.90","1","Lagos",355,"0","deposit","2",False
"TXN00197","44025.31","15","Lagos",253,"0","deposit","1",False
"TXN00198","25207.73","20","Nairobi",68,"0","deposit","5",False
"TXN00199","7048.51","20","Nairobi",134,"0","deposit","0",False
"TXN00200","16413.13","1","Lagos",90,"0","withdrawal","1",False
"TXN00201","3260.60","15","Cape Town",66,"0","payment","1",False
"TXN00202","11922.84","17","Lagos",285,"0","payment","0",False
"TXN00203","15477.28","16","Nairobi",149,"0","withdrawal","1",False
"TXN00204","44047.48","0","Nairobi",328,"0","withdrawal","1",False
"TXN00205","10627.19","19","Nairobi",354,"0","payment","0",False
"TXN00206","21983.39","21","Lagos",124,"0","payment","2",False
"TXN00207","12461.36","18","Cape Town",45,"0","withdrawal","2",False
"TXN00208","5580.93","16","Nairobi",198,"0","deposit","1",False
"TXN00209","47492.19","16","Cape Town",244,"0","withdrawal","2",False
"TXN00210","7258.39","15","Nairobi",93,"0","deposit","1",False
"TXN00211","2039.47","16","Cape Town",181,"0","withdrawal","2",False
"TXN00212","10834.27","0","Cape Town",236,"0","payment","3",False
"TXN00213","37781.87","12","Nairobi",174,"0","deposit","1",False
"TXN00214","14522.80","15","Nairobi",183,"0","deposit","2",False
"TXN00215","1386.46","10","Lagos",104,"0","payment","2",False
"TXN00216","47345.90","17","Nairobi",155,"0","payment","2",False
"TXN00217","16288.98","11","Lagos",174,"0","payment","1",False
"TXN00218","31938.35","19","Lagos",99,"0","payment","1",False
"TXN00219","47458.17","3","Lagos",339,"0","payment","0",False
"TXN00220","3695.35","14","Cape Town",66,"0","deposit","1",False
"TXN00221","12647.59","18","Lagos",243,"0","deposit","1",False
"TXN00222","8941.79","3","Nairobi",250,"0","payment","4",False
"TXN00223","45237.62","15","Cape Town",189,"0","withdrawal","3",True
"TXN00224","1583.57","11","Cape Town",321,"0","deposit","2",False
"TXN00225","44687.14","13","Nairobi",327,"0","payment","2",False
"TXN00226","30373.02","1","Nairobi",292,"0","payment","3",False
"TXN00227","7619.27","21","Cape Town",94,"0","withdrawal","4",False
"TXN00228","25347.15","21","Nairobi",353,"0","deposit","6",False
"TXN00229","11600.20","19","Cape Town",313,"0","payment","2",False
"TXN00230","36540.97","7","Cape Town",348,"0","deposit","2",False
"TXN00231","5436.56","1","Cape Town",59,"0","deposit","1",False
"TXN00232","10357.51","14","Lagos",299,"0","payment","3",False
"TXN00233","18724.64","21","Lagos",350,"0","deposit","1",False
"TXN00234","20972.57","4","Lagos",46,"0","deposit","1",False
"TXN00235","17055.65","9","Lagos",143,"0","withdrawal","2",False
"TXN00236","24023.05","8","Cape Town",358,"0","deposit","4",False
"TXN00237","4272.36","20","Lagos",285,"0","deposit","5",False
"TXN00238","12835.87","2","Lagos",298,"0","payment","1",False
"TXN00239","6036.90","6","Nairobi",170,"0","payment","0",False
"TXN00240","24748.09","18","Cape Town",35,"0","deposit","0",False
"TXN00241","6684.64","12","Cape Town",299,"0","deposit","4",False
"TXN00242","5534.43","4","Lagos",143,"0","withdrawal","2",False
"TXN00243","38251.59","12","Nairobi",198,"0","deposit","1",False
"TXN00244","42003.43","9","Cape Town",308,"0","payment","2",False
"TXN00245","2662.35","20","Lagos",309,"0","deposit","1",False
"TXN00246","24145.94","4","Lagos",31,"0","payment","2",False
"TXN00247","28233.49","23","Cape Town",47,"0","withdrawal","3",True
"TXN00248","15242.94","4","Nairobi",103,"0","payment","2",False
"TXN00249","37544.28","1","Nairobi",356,"0","withdrawal","2",False
"TXN00250","26135.45","1","Cape Town",133,"0","deposit","0",False
"TXN00251","7273.87","21","Nairobi",156,"0","withdrawal","2",False
"TXN00252","20642.68","4","Nairobi",318,"0","deposit","3",False
"TXN00253","49200.87","8","Lagos",259,"0","deposit","1",False
"TXN00254","13997.54","4","Lagos",180,"0","deposit","0",False
"TXN00255","18660.35","4","Cape Town",175,"0","deposit","1",False
"TXN00256","46537.61","17","Lagos",244,"0","deposit","3",True
"TXN00257","42271.76","9","Nairobi",48,"0","withdrawal","4",False
"TXN00258","37883.10","2","Cape Town",124,"0","deposit","0",False
"TXN00259","4365.10","4","Lagos",101,"0","deposit","1",False
"TXN00260","49809.66","4","Nairobi",194,"0","deposit","2",False
"TXN00261","46502.16","5","Cape Town",107,"0","payment","1",False
"TXN00262","30396.78","15","Cape Town",252,"0","payment","1",True
"TXN00263","33416.21","22","Cape Town",180,"0","withdrawal","2",True
"TXN00264","43538.08","17","Lagos",290,"0","deposit","0",False
"TXN00265","6045.08","5","Lagos",39,"0","withdrawal","0",False
"TXN00266","23917.70","7","Cape Town",339,"0","payment","2",False
"TXN00267","21092.44","23","Nairobi",217,"0","payment","1",False
"TXN00268","36210.15","18","Lagos",210,"0","payment","0",False
"TXN00269","34996.94","4","Lagos",325,"0","payment","1",False
"TXN00270","39020.64","4","Cape Town",201,"0","withdrawal","2",True
"TXN00271","25530.36","14","Cape Town",87,"0","payment","2",False
"TXN00272","26828.66","19","Cape Town",239,"0","withdrawal","0",False
"TXN00273","19092.88","19","Cape Town",110,"0","withdrawal","3",False
"TXN00274","33085.07","21","Lagos",44,"0","deposit","0",False
"TXN00275","27891.25","1","Nairobi",137,"0","deposit","1",False
"TXN00276","32248.16","8","Lagos",73,"0","withdrawal","0",False
"TXN00277","41183.66","20","Cape Town",268,"0","payment","1",False
"TXN00278","48891.71","5","Nairobi",94,"0","withdrawal","4",False
"TXN00279","46019.05","15","Lagos",121,"0","deposit","0",False
"TXN00280","27176.07","13","Cape Town",309,"0","payment","1",False
"TXN00281","30149.38","10","Cape Town",45,"0","deposit","2",True
"TXN00282","22908.85","17","Nairobi",200,"0","deposit","1",False
"TXN00283","30860.68","13","Cape Town",183,"0","payment","2",False
"TXN00284","6324.38","5","Lagos",134,"0","payment","0",False
"TXN00285","18217.39","9","Cape Town",364,"0","payment","1",False
"TXN00286","42885.50","11","Nairobi",361,"0","deposit","2",False
"TXN00287","35503.43","18","Cape Town",102,"0","withdrawal","4",True
"TXN00288","11162.72","23","Cape Town",107,"0","payment","1",True
"TXN00289","47483.88","5","Nairobi",200,"0","deposit","1",False
"TXN00290","45753.27","23","Cape Town",131,"0","withdrawal","1",False
"TXN00291","41019.70","14","Lagos",318,"0","payment","3",True
"TXN00292","10740.90","2","Cape Town",184,"0","payment","1",False
"TXN00293","37414.20","13","Cape Town",323,"0","deposit","1",False
"TXN00294","23127.85","3","Lagos",205,"0","deposit","2",False
"TXN00295","2549.62","12","Nairobi",82,"0","deposit","0",False
"TXN00296","49493.23","14","Lagos",200,"0","withdrawal","1",False
"TXN00297","7267.14","22","Lagos",341,"0","withdrawal","3",False
"TXN00298","21425.51","6","Nairobi",344,"0","payment","2",False
"TXN00299","5138.18","9","Nairobi",134,"0","deposit","1",False
"TXN00300","29002.36","0","Lagos",206,"0","deposit","0",False
"TXN00301","36852.35","3","Cape Town",100,"0","deposit","1",True
"TXN00302","36806.74","1","Nairobi",152,"0","withdrawal","1",True
"TXN00303","2876.25","0","Nairobi",129,"0","withdrawal","0",False
"TXN00304","13625.96","0","Lagos",217,"0","withdrawal","0",False
"TXN00305","5153.18","7","Lagos",97,"0","withdrawal","2",False
"TXN00306","7216.70","7","Nairobi",216,"0","withdrawal","2",False
"TXN00307","1062.04","18","Nairobi",93,"0","deposit","0",False
"TXN00308","8272.68","17","Lagos",40,"0","deposit","2",False
"TXN00309","37683.26","4","Cape Town",120,"0","withdrawal","3",True
"TXN00310","18805.20","18","Nairobi",157,"0","payment","2",False
"TXN00311","28960.67","6","Lagos",150,"0","withdrawal","1",False
"TXN00312","17865.89","9","Cape Town",146,"0","withdrawal","2",False
"TXN00313","31671.18","7","Cape Town",155,"0","payment","2",True
"TXN00314","5105.93","23","Cape Town",107,"0","withdrawal","1",False
"TXN00315","39765.66","10","Lagos",260,"0","withdrawal","1",True
"TXN00316","20902.45","21","Nairobi",103,"0","withdrawal","2",False
"TXN00317","4001.24","11","Cape Town",82,"0","payment","0",False
"TXN00318","45730.92","9","Cape Town",249,"0","withdrawal","3",False
"TXN00319","12663.00","9","Lagos",303,"0","deposit","2",False
"TXN00320","14806.86","11","Lagos",65,"0","withdrawal","3",False
"TXN00321","43360.53","12","Lagos",205,"0","payment","0",False
"TXN00322","37837.60","22","Lagos",323,"0","payment","0",False
"TXN00323","1876.76","14","Lagos",121,"0","withdrawal","0",False
"TXN00324","36138.17","22","Nairobi",313,"0","withdrawal","0",False
"TXN00325","19538.78","16","Nairobi",136,"0","withdrawal","1",False
"TXN00326","11154.79","14","Nairobi",101,"0","deposit","1",False
"TXN00327","17635.73","23","Cape Town",354,"0","deposit","3",True
"TXN00328","45053.24","15","Cape Town",133,"0","deposit","2",False
"TXN00329","45845.67","16","Lagos",189,"0","withdrawal","3",True
"TXN00330","5672.45","0","Lagos",144,"0","deposit","2",False
"TXN00331","25900.66","4","Nairobi",55,"0","deposit","0",False
"TXN00332","5491.22","19","Nairobi",64,"0","deposit","1",False
"TXN00333","14132.14","8","Nairobi",257,"0","payment","0",False
"TXN00334","15128.82","0","Cape Town",356,"0","deposit","0",False
"TXN00335","41370.64","23","Lagos",174,"0","payment","2",False
"TXN00336","37193.66","3","Lagos",181,"0","payment","2",False
"TXN00337","4785.95","17","Nairobi",231,"0","payment","3",False
"TXN00338","42921.60","0","Nairobi",140,"0","withdrawal","2",True
"TXN00339","22805.28","16","Lagos",92,"0","deposit","2",False
"TXN00340","15645.63","17","Cape Town",64,"0","deposit","0",False
"TXN00341","18562.52","3","Nairobi",68,"0","payment","2",False
"TXN00342","14236.91","20","Cape Town",280,"0","withdrawal","1",False
"TXN00343","7730.71","13","Cape Town",140,"0","withdrawal","2",False
"TXN00344","25781.10","15","Cape Town",113,"0","withdrawal","3",False
"TXN00345","46968.15","12","Cape Town",64,"0","payment","1",False
"TXN00346","6119.62","9","Cape Town",188,"0","payment","2",False
"TXN00347","17730.97","20","Nairobi",216,"0","withdrawal","1",False
"TXN00348","46907.96","1","Nairobi",55,"0","deposit","1",False
"TXN00349","6217.86","6","Lagos",222,"0","deposit","0",False
"TXN00350","21277.47","22","Nairobi",63,"0","withdrawal","4",False
"TXN00351","9800.98","13","Lagos",66,"0","payment","1",False
"TXN00352","23773.88","7","Cape Town",151,"0","payment","1",False
"TXN00353","34423.21","23","Cape Town",279,"0","deposit","2",True
"TXN00354","48283.21","14","Lagos",285,"0","payment","3",False
"TXN00355","30617.16","7","Lagos",250,"0","deposit","2",True
"TXN00356","12336.51","15","Nairobi",40,"0","deposit","2",False
"TXN00357","9692.30","21","Nairobi",211,"0","payment","1",False
"TXN00358","12337.34","9","Lagos",289,"0","deposit","4",False
"TXN00359","36644.43","14","Lagos",136,"0","withdrawal","0",False
"TXN00360","2836.51","0","Cape Town",323,"0","payment","0",False
"TXN00361","25015.90","3","Lagos",318,"2","withdrawal","0",False
"TXN00362","18589.85","18","Cape Town",85,"0","payment","0",False
"TXN00363","31085.81","1","Cape Town",215,"0","deposit","0",False
"TXN00364","38214.15","3","Lagos",328,"0","withdrawal","1",False
"TXN00365","14635.86","0","Nairobi",127,"0","deposit","1",False
"TXN00366","6957.12","7","Cape Town",153,"0","deposit","5",False
"TXN00367","20308.36","12","Nairobi",361,"0","payment","2",False
"TXN00368","49686.50","2","Lagos",163,"0","deposit","4",False
"TXN00369","31535.95","20","Cape Town",48,"0","withdrawal","4",True
"TXN00370","39796.05","9","Cape Town",89,"0","payment","1",True
"TXN00371","4839.65","14","Nairobi",107,"0","withdrawal","1",False
"TXN00372","34229.53","12","Nairobi",322,"0","deposit","3",True
"TXN00373","41273.59","9","Nairobi",235,"0","withdrawal","1",False
"TXN00374","16394.13","15","Lagos",196,"0","deposit","1",False
"TXN00375","6617.90","13","Nairobi",201,"0","withdrawal","2",False
"TXN00376","48783.25","3","Cape Town",147,"0","deposit","2",True
"TXN00377","31397.79","4","Cape Town",317,"0","deposit","2",False
"TXN00378","24192.03","2","Cape Town",98,"0","payment","2",False
"TXN00379","22515.48","0","Lagos",58,"0","payment","0",False
"TXN00380","31863.03","5","Cape Town",72,"0","deposit","4",True
"TXN00381","42802.30","22","Nairobi",277,"0","payment","1",False
"TXN00382","7521.57","0","Cape Town",308,"0","withdrawal","3",False
"TXN00383","40335.14","18","Cape Town",194,"0","deposit","0",False
"TXN00384","11671.92","22","Cape Town",279,"0","payment","0",False
"TXN00385","35314.16","19","Nairobi",68,"0","deposit","1",False
"TXN00386","21855.65","16","Cape Town",268,"0","payment","0",False
"TXN00387","27380.32","18","Lagos",100,"0","withdrawal","0",False
"TXN00388","20679.52","22","Cape Town",103,"0","payment","2",False
"TXN00389","5537.90","4","Cape Town",89,"0","payment","1",False
"TXN00390","48912.61","23","Cape Town",168,"0","withdrawal","1",False
"TXN00391","22920.31","11","Nairobi",215,"0","deposit","3",False
"TXN00392","7043.78","5","Nairobi",185,"0","payment","2",False
"TXN00393","43034.94","17","Lagos",110,"0","deposit","4",False
"TXN00394","15541.91","7","Nairobi",345,"0","deposit","0",False
"TXN00395","12816.06","2","Lagos",119,"0","payment","2",False
"TXN00396","48591.70","7","Cape Town",253,"0","payment","2",True
"TXN00397","18675.46","20","Lagos",31,"0","withdrawal","0",False
"TXN00398","48629.50","0","Lagos",87,"0","deposit","2",True
"TXN00399","22857.39","17","Nairobi",322,"0","payment","3",False
"TXN00400","22986.76","21","Cape Town",192,"0","withdrawal","4",False
"TXN00401","14527.33","11","Nairobi",345,"0","payment","0",False
"TXN00402","37990.37","0","Lagos",64,"0","withdrawal","1",True
"TXN00403","27646.11","23","Lagos",202,"0","payment","0",False
"TXN00404","35904.00","12","Cape Town",285,"0","withdrawal","5",False
"TXN00405","40722.42","7","Nairobi",231,"0","payment","3",True
"TXN00406","16453.47","0","Cape Town",241,"0","payment","2",False
"TXN00407","22071.03","20","Cape Town",357,"0","deposit","0",False
"TXN00408","13480.03","0","Cape Town",338,"0","deposit","1",False
"TXN00409","29391.81","5","Nairobi",252,"0","deposit","1",False
"TXN00410","43264.76","18","Cape Town",107,"0","deposit","1",False
"TXN00411","40875.95","18","Nairobi",59,"0","withdrawal","1",False
"TXN00412","39890.62","22","Nairobi",202,"0","deposit","1",False
"TXN00413","27779.74","20","Cape Town",259,"0","withdrawal","1",False
"TXN00414","43246.60","9","Cape Town",273,"0","payment","4",False
"TXN00415","46762.87","6","Cape Town",249,"0","payment","2",False
"TXN00416","10366.79","1","Nairobi",266,"0","withdrawal","1",False
"TXN00417","8743.75","4","Nairobi",145,"0","deposit","1",False
"TXN00418","42677.75","14","Cape Town",248,"0","deposit","3",False
"TXN00419","28992.79","0","Cape Town",167,"0","payment","1",False
"TXN00420","27009.36","14","Lagos",285,"0","withdrawal","1",False
"TXN00421","9968.96","17","Lagos",133,"0","withdrawal","0",False
